STOCK	VALUE	DAY	TIME
ILC	368	12	1637	
ILC	731	14	1692	
ILC	50	2	974	
ILC	882	1	1488	
ILC	309	5	1665	
ILC	335	1	955	
ILC	251	6	1610	
ILC	533	1	1143	
ILC	81	6	1620	
ILC	498	11	1589	
ILC	783	11	978	
ILC	485	2	1497	
ILC	511	9	1587	
ILC	807	9	1264	
ILC	253	5	1234	
ILC	357	12	1224	
ILC	734	8	1246	
ILC	111	2	1333	
ILC	928	3	1672	
ILC	781	7	1697	
ILC	565	6	1509	
ILC	763	13	1246	
ILC	500	6	1001	
ILC	386	3	1345	
ILC	315	13	1229	
ILC	233	9	1475	
ILC	867	7	1601	
ILC	959	2	1547	
ILC	703	11	1606	
ILC	812	11	1579	
ILC	780	6	1056	
ILC	694	9	1515	
ILC	4	4	1407	
ILC	757	5	1234	
ILC	838	12	1402	
ILC	554	1	953	
ILC	959	1	1139	
ILC	304	14	1100	
ILC	838	14	1667	
ILC	364	4	1524	
ILC	376	8	1482	
ILC	97	8	1439	
ILC	572	5	1190	
ILC	32	5	1080	
ILC	721	1	1290	
ILC	891	11	1658	
ILC	182	4	1405	
ILC	482	1	999	
ILC	901	3	1148	
ILC	649	10	1053	
ILC	944	14	1481	
ILC	71	7	1624	
ILC	352	12	1028	
ILC	727	4	1457	
ILC	301	14	1167	
ILC	386	8	1227	
ILC	217	9	1566	
ILC	814	6	1162	
ILC	421	4	937	
ILC	737	10	1567	
ILC	296	7	1393	
ILC	594	12	1310	
ILC	608	5	1285	
ILC	497	3	1645	
ILC	301	10	1457	
ILC	574	9	1345	
ILC	872	13	1181	
ILC	155	5	1326	
ILC	442	11	1331	
ILC	292	2	1315	
ILC	68	9	1103	
ILC	582	8	1247	
ILC	932	10	1638	
ILC	971	14	1149	
ILC	167	1	1317	
ILC	959	8	1266	
ILC	521	3	956	
ILC	752	3	1631	
ILC	135	5	1355	
ILC	7	12	964	
ILC	579	5	1655	
ILC	673	9	1669	
ILC	919	4	1084	
ILC	390	11	1385	
ILC	811	6	1245	
ILC	921	13	1672	
ILC	388	13	1271	
ILC	145	9	1600	
ILC	7	8	1503	
ILC	113	13	987	
ILC	918	3	1612	
ILC	720	12	1530	
ILC	830	8	1273	
ILC	574	8	1198	
ILC	730	13	1400	
ILC	755	4	1020	
ILC	67	5	1090	
ILC	694	8	1244	
ILC	353	5	1260	
ILC	923	4	1539	
ILC	695	4	1696	
ILC	737	12	1440	
ILC	68	8	1087	
ILC	338	1	1346	
ILC	800	1	1048	
ILC	777	8	1350	
ILC	791	14	1200	
ILC	800	4	1395	
ILC	555	8	1400	
ILC	908	2	1639	
ILC	867	7	1376	
ILC	11	1	1641	
ILC	729	7	1633	
ILC	943	8	1506	
ILC	42	4	1249	
ILC	836	8	1178	
ILC	686	6	1264	
ILC	978	11	1384	
ILC	139	12	1438	
ILC	610	4	1382	
ILC	505	13	1272	
ILC	461	12	1326	
ILC	915	9	1372	
ILC	700	13	1137	
ILC	106	13	1659	
ILC	863	11	1401	
ILC	445	7	1225	
ILC	637	5	1289	
ILC	415	10	1443	
ILC	567	14	1245	
ILC	737	2	1154	
ILC	182	9	1621	
ILC	793	11	1464	
ILC	640	3	1145	
ILC	60	1	1698	
ILC	569	14	1082	
ILC	665	7	1409	
ILC	701	8	945	
ILC	353	2	1390	
ILC	456	9	1360	
ILC	636	2	1413	
ILC	481	14	1377	
ILC	1	5	1194	
ILC	362	6	1414	
ILC	226	11	1227	
ILC	634	9	1104	
ILC	423	7	1141	
ILC	717	9	1055	
ILC	775	10	1451	
ILC	892	6	1147	
ILC	241	14	1517	
ILC	764	8	1514	
ILC	640	5	1688	
ILC	67	3	940	
ILC	181	12	1018	
ILC	649	13	1415	
ILC	774	4	1214	
ILC	999	3	1329	
ILC	244	14	1653	
ILC	78	4	1159	
ILC	349	11	933	
ILC	514	10	1502	
ILC	754	5	1247	
ILC	299	7	1322	
ILC	71	3	1627	
ILC	847	5	934	
ILC	197	12	1240	
ILC	502	2	1636	
ILC	185	10	1367	
ILC	315	5	1045	
ILC	910	11	949	
ILC	47	12	1247	
ILC	484	8	1466	
ILC	942	3	1100	
ILC	221	1	1554	
ILC	544	12	969	
ILC	827	3	1211	
ILC	212	3	952	
ILC	134	8	1238	
ILC	649	9	1051	
ILC	87	13	1378	
ILC	687	2	1419	
ILC	215	11	988	
ILC	28	2	995	
ILC	912	2	1450	
ILC	766	10	1671	
ILC	802	6	1525	
ILC	950	7	1449	
ILC	771	13	1689	
ILC	664	13	1582	
ILC	270	8	1357	
ILC	374	7	1017	
ILC	210	6	1438	
ILC	530	7	1246	
ILC	634	14	1602	
ILC	311	3	1197	
ILC	689	14	1577	
ILC	403	8	1511	
ILC	952	7	1240	
ILC	961	8	1201	
ILC	305	3	1663	
ILC	332	8	1103	
ILC	89	10	1380	
ILC	58	14	1642	
ILC	181	8	1289	
ILC	117	6	1098	
ILC	690	6	1259	
ILC	446	9	1285	
ILC	596	14	1046	
ILC	992	14	1153	
ILC	4	3	957	
ILC	434	8	1678	
ILC	251	12	1494	
ILC	106	14	1538	
ILC	309	11	1257	
ILC	926	4	1021	
ILC	289	2	1104	
ILC	635	10	1332	
ILC	915	1	1302	
ILC	619	3	1459	
ILC	692	14	1687	
ILC	840	14	1642	
ILC	158	6	946	
ILC	416	8	1495	
ILC	300	12	1448	
ILC	6	3	1629	
ILC	564	8	1382	
ILC	382	12	1042	
ILC	861	8	1188	
ILC	956	2	1362	
ILC	64	12	1368	
ILC	52	13	1169	
ILC	408	9	940	
ILC	221	9	1282	
ILC	828	14	1368	
ILC	131	13	1091	
ILC	680	12	1238	
ILC	450	14	1054	
ILC	602	14	1361	
ILC	453	5	1038	
ILC	993	3	1078	
ILC	665	5	1662	
ILC	901	4	1226	
ILC	952	12	1106	
ILC	642	14	1290	
ILC	280	2	1489	
ILC	510	10	1024	
ILC	341	8	990	
ILC	125	7	1171	
ILC	778	2	1018	
ILC	639	12	1364	
ILC	118	4	1426	
ILC	55	6	1298	
ILC	325	7	1614	
ILC	65	1	1086	
ILC	571	9	1467	
ILC	133	9	1452	
ILC	750	5	1492	
ILC	523	7	1699	
ILC	313	8	1097	
ILC	357	11	1656	
ILC	874	11	1506	
ILC	918	2	1189	
ILC	895	6	1485	
ILC	27	3	1359	
ILC	858	3	1249	
ILC	241	8	1467	
ILC	135	10	1553	
ILC	708	12	1631	
ILC	564	10	1666	
ILC	872	7	996	
ILC	345	5	1462	
ILC	366	5	1485	
ILC	836	10	1514	
ILC	707	4	1107	
ILC	777	13	1394	
ILC	170	8	1396	
ILC	552	14	1509	
ILC	981	7	1643	
ILC	865	9	1420	
ILC	419	1	1233	
ILC	1	10	1364	
ILC	8	10	1075	
ILC	652	3	1655	
ILC	539	11	1175	
ILC	170	4	1017	
ILC	398	6	948	
ILC	74	8	1491	
ILC	665	14	1668	
ILC	415	11	1011	
ILC	635	9	1077	
ILC	681	4	1507	
ILC	865	2	1033	
ILC	106	5	1293	
ILC	297	2	998	
ILC	465	7	1652	
ILC	905	8	1263	
ILC	142	13	1291	
ILC	744	12	1285	
ILC	422	6	1634	
ILC	20	4	1381	
ILC	128	9	1667	
ILC	809	12	1484	
ILC	432	1	1539	
ILC	829	1	1646	
ILC	429	11	1364	
ILC	6	5	1309	
ILC	449	14	1330	
ILC	30	11	1236	
ILC	9	1	970	
ILC	971	5	1174	
ILC	774	6	1381	
ILC	698	13	1560	
ILC	751	7	933	
ILC	22	14	1299	
ILC	329	2	1364	
ILC	563	14	1367	
ILC	401	1	1477	
ILC	355	8	1487	
ILC	370	6	1517	
ILC	299	5	1029	
ILC	776	11	942	
ILC	483	13	1213	
ILC	3	13	1329	
ILC	877	14	1653	
ILC	685	5	1332	
ILC	890	4	1543	
ILC	117	7	1545	
ILC	506	6	1386	
ILC	521	4	1269	
ILC	582	1	1128	
ILC	427	14	1100	
ILC	465	10	1618	
ILC	942	12	1230	
ILC	572	5	1315	
ILC	621	1	1667	
ILC	517	9	1484	
ILC	703	6	994	
ILC	347	3	1670	
ILC	41	10	1206	
ILC	948	13	1486	
ILC	324	14	1215	
ILC	658	2	1461	
ILC	651	5	1002	
ILC	772	9	1075	
ILC	42	3	1585	
ILC	788	12	1578	
ILC	13	7	1491	
ILC	115	13	1102	
ILC	450	11	967	
ILC	107	6	1361	
ILC	819	14	1308	
ILC	926	5	1276	
ILC	349	3	1550	
ILC	89	5	988	
ILC	740	10	1236	
ILC	707	6	1308	
ILC	880	10	1047	
ILC	95	12	1068	
ILC	138	2	1211	
ILC	685	9	1196	
ILC	600	4	1222	
ILC	30	4	1611	
ILC	156	13	1361	
ILC	921	3	1075	
ILC	617	3	987	
ILC	146	13	1216	
ILC	461	13	1548	
ILC	265	4	1275	
ILC	186	2	1291	
ILC	420	1	1102	
ILC	199	1	1417	
ILC	562	13	1132	
ILC	888	7	1549	
ILC	110	2	1200	
ILC	154	7	1000	
ILC	624	6	1140	
ILC	28	12	1345	
ILC	813	14	1559	
ILC	378	8	1184	
ILC	170	5	1179	
ILC	16	8	1054	
ILC	451	5	1643	
ILC	404	9	1599	
ILC	941	12	1696	
ILC	870	2	1220	
ILC	649	14	1401	
ILC	267	14	1227	
ILC	758	7	1435	
ILC	501	6	1544	
ILC	70	6	1065	
ILC	429	4	1187	
ILC	898	14	1432	
ILC	507	13	940	
ILC	847	9	1066	
ILC	122	5	1183	
ILC	103	1	1654	
ILC	500	8	1224	
ILC	210	12	1281	
ILC	498	13	1402	
ILC	267	9	1177	
ILC	219	2	931	
ILC	989	6	1303	
ILC	858	4	1107	
ILC	996	14	1580	
ILC	232	8	1604	
ILC	437	10	1249	
ILC	235	4	1648	
ILC	935	2	1676	
ILC	789	3	1343	
ILC	174	13	1673	
ILC	540	8	1377	
ILC	340	7	1652	
ILC	743	2	1519	
ILC	154	9	1031	
ILC	233	1	1104	
ILC	849	1	1260	
ILC	91	11	1200	
ILC	504	1	1220	
ILC	285	3	1361	
ILC	217	10	1313	
ILC	86	10	1365	
ILC	759	7	1308	
ILC	977	1	1492	
ILC	124	14	1310	
ILC	886	3	1049	
ILC	264	8	1581	
ILC	919	2	1472	
ILC	790	6	1320	
ILC	88	1	1324	
ILC	744	12	1187	
ILC	29	1	1308	
ILC	440	1	1687	
ILC	405	1	1309	
ILC	64	2	1122	
ILC	130	2	1158	
ILC	555	9	1320	
ILC	58	2	1310	
ILC	308	10	1228	
ILC	524	8	1203	
ILC	214	10	1496	
ILC	988	14	1613	
ILC	949	14	1385	
ILC	155	13	1380	
ILC	785	14	953	
ILC	557	9	975	
ILC	140	13	1619	
ILC	382	9	1677	
ILC	374	11	1571	
ILC	338	13	1590	
ILC	278	7	1549	
ILC	690	11	1060	
ILC	380	8	1633	
ILC	543	1	1184	
ILC	719	2	1199	
ILC	189	11	1590	
ILC	119	14	1556	
ILC	772	2	1128	
ILC	69	7	1002	
ILC	236	2	1262	
ILC	922	3	1068	
ILC	311	4	1447	
ILC	429	6	1389	
ILC	718	9	1651	
ILC	582	11	1225	
ILC	521	14	1072	
ILC	666	1	956	
ILC	571	11	961	
ILC	12	11	1003	
ILC	578	13	1379	
ILC	512	8	1593	
ILC	746	6	975	
ILC	269	4	1596	
ILC	29	13	984	
ILC	617	7	1281	
ILC	384	6	971	
ILC	41	8	1486	
ILC	727	6	1510	
ILC	825	8	1638	
ILC	710	11	1124	
ILC	718	12	932	
ILC	845	1	1681	
ILC	782	4	1191	
ILC	908	10	1239	
ILC	765	9	1158	
ILC	229	8	1368	
ILC	50	7	990	
ILC	348	1	1420	
ILC	51	7	1002	
ILC	789	14	1045	
ILC	237	10	1263	
ILC	596	13	1329	
ILC	615	8	1607	
ILC	4	2	1170	
ILC	199	1	1661	
ILC	782	5	1065	
ILC	711	7	1217	
ILC	934	11	1372	
ILC	458	9	1562	
ILC	576	12	1242	
ILC	585	1	1479	
ILC	714	13	930	
ILC	709	4	1028	
ILC	839	9	1203	
ILC	570	10	1359	
ILC	517	11	1380	
ILC	66	7	1307	
ILC	972	12	1697	
ILC	685	4	1590	
ILC	746	4	1227	
ILC	428	8	1574	
ILC	886	9	1093	
ILC	966	7	1610	
ILC	170	7	1541	
ILC	684	12	1653	
ILC	712	7	1252	
ILC	483	7	1079	
ILC	327	7	1042	
ILC	747	4	1014	
ILC	357	4	1067	
ILC	382	8	1317	
ILC	59	6	1478	
ILC	982	2	1333	
ILC	487	8	1406	
ILC	576	3	1320	
ILC	166	11	1340	
ILC	40	11	1451	
ILC	345	4	1472	
ILC	16	4	1229	
ILC	511	5	1200	
ILC	843	2	1385	
ILC	597	9	1409	
ILC	206	10	1578	
ILC	378	7	1066	
ILC	672	7	1222	
ILC	657	3	1553	
ILC	569	5	1120	
ILC	473	6	1375	
ILC	778	3	1241	
ILC	171	6	1531	
ILC	396	8	1306	
ILC	880	1	1677	
ILC	231	3	1570	
ILC	132	7	1049	
ILC	34	1	1342	
ILC	339	14	1015	
ILC	760	7	1464	
ILC	498	13	1146	
ILC	599	10	943	
ILC	810	11	1093	
ILC	208	9	962	
ILC	890	7	1089	
ILC	200	10	1254	
ILC	555	5	1088	
ILC	725	12	1221	
ILC	722	2	1575	
ILC	993	1	1488	
ILC	578	3	1167	
ILC	258	9	1001	
ILC	329	8	1595	
ILC	740	1	1678	
ILC	897	5	935	
ILC	552	9	1691	
ILC	474	11	1512	
ILC	759	1	1154	
ILC	798	10	1365	
ILC	248	12	1694	
ILC	395	8	943	
ILC	993	7	1401	
ILC	260	7	1688	
ILC	644	12	1016	
ILC	263	4	1455	
ILC	994	7	1442	
ILC	789	12	998	
ILC	497	7	1166	
ILC	434	5	1586	
ILC	375	5	957	
ILC	361	13	1351	
ILC	329	11	1598	
ILC	158	4	1558	
ILC	96	6	1698	
ILC	69	7	1281	
ILC	248	14	1084	
ILC	272	6	965	
ILC	694	3	931	
ILC	958	1	1576	
ILC	787	11	1084	
ILC	892	10	1087	
ILC	132	12	1671	
ILC	200	6	1671	
ILC	146	4	1600	
ILC	989	14	1122	
ILC	66	2	1631	
ILC	927	14	1577	
ILC	329	8	1077	
ILC	467	7	973	
ILC	140	7	1236	
ILC	315	5	937	
ILC	105	8	1164	
ILC	222	6	1618	
ILC	207	5	1518	
ILC	422	2	1254	
ILC	568	12	1352	
ILC	920	13	1553	
ILC	704	14	1308	
ILC	698	5	1157	
ILC	492	5	1452	
ILC	23	3	985	
ILC	88	8	947	
ILC	298	4	1236	
ILC	529	4	1092	
ILC	313	5	1436	
ILC	280	5	1696	
ILC	835	7	1410	
ILC	249	14	1535	
ILC	934	12	1454	
ILC	131	1	1043	
ILC	344	6	1378	
ILC	903	3	1229	
ILC	222	7	1336	
ILC	217	3	1054	
ILC	35	12	1053	
ILC	820	14	1678	
ILC	201	10	1319	
ILC	823	13	1545	
ILC	733	2	964	
ILC	118	9	1311	
ILC	396	10	1504	
ILC	601	9	1550	
ILC	276	14	1065	
ILC	922	12	1508	
ILC	465	9	1308	
ILC	607	4	1561	
ILC	354	8	1301	
ILC	907	5	1616	
ILC	690	3	1030	
ILC	399	9	1311	
ILC	806	11	1289	
ILC	373	9	1324	
ILC	186	12	1280	
ILC	543	7	999	
ILC	972	9	1261	
ILC	505	8	1184	
ILC	141	7	1383	
ILC	431	14	1101	
ILC	626	12	945	
ILC	379	1	1287	
ILC	818	2	1471	
ILC	288	12	1478	
ILC	410	14	1609	
ILC	406	12	1499	
ILC	491	12	1425	
ILC	701	7	1662	
ILC	575	10	953	
ILC	31	13	1227	
ILC	174	2	1406	
ILC	174	4	1212	
ILC	148	11	1644	
ILC	492	4	1271	
ILC	245	5	1330	
ILC	963	12	1644	
ILC	288	7	1099	
ILC	682	10	994	
ILC	192	12	1496	
ILC	451	8	1436	
ILC	805	11	1347	
ILC	943	9	1634	
ILC	264	10	1290	
ILC	574	8	1142	
ILC	402	13	1268	
ILC	496	6	946	
ILC	836	6	1319	
ILC	676	7	1027	
ILC	239	14	1093	
ILC	384	4	1354	
ILC	542	6	1514	
ILC	59	3	1285	
ILC	311	5	1176	
ILC	835	2	1111	
ILC	640	2	1638	
ILC	415	4	1278	
ILC	284	5	1218	
ILC	458	2	1487	
ILC	918	1	1126	
ILC	677	11	1383	
ILC	766	13	1483	
ILC	76	9	1435	
ILC	62	14	1522	
ILC	308	6	1222	
ILC	588	6	1495	
ILC	584	14	1505	
ILC	541	13	1663	
ILC	184	7	1053	
ILC	193	5	976	
ILC	761	3	1684	
ILC	340	8	1070	
ILC	171	13	1395	
ILC	478	14	1204	
ILC	526	2	1476	
ILC	606	13	1035	
ILC	838	4	1293	
ILC	1	6	1346	
ILC	366	9	1582	
ILC	609	6	1480	
ILC	688	8	1357	
ILC	986	6	1483	
ILC	48	5	1674	
ILC	646	6	1665	
ILC	376	14	1086	
ILC	508	14	1354	
ILC	682	5	1324	
ILC	314	2	1657	
ILC	405	12	1559	
ILC	413	6	1283	
ILC	256	9	1329	
ILC	49	2	1381	
ILC	837	9	1221	
ILC	417	9	1658	
ILC	848	1	1441	
ILC	158	3	1318	
ILC	932	6	1085	
ILC	756	8	1164	
ILC	890	5	1206	
ILC	235	5	1028	
ILC	983	8	1600	
ILC	897	14	1517	
ILC	36	1	1072	
ILC	567	10	1348	
ILC	690	10	1383	
ILC	649	2	953	
ILC	49	12	933	
ILC	727	11	1068	
ILC	685	8	1157	
ILC	726	2	930	
ILC	22	2	1240	
ILC	414	12	976	
ILC	453	11	1612	
ILC	904	13	1278	
ILC	133	9	1167	
ILC	795	14	1434	
ILC	119	7	964	
ILC	939	10	1073	
ILC	136	7	1100	
ILC	830	10	1524	
ILC	437	8	1309	
ILC	928	9	1625	
ILC	355	11	1687	
ILC	551	7	1016	
ILC	935	5	1110	
ILC	791	2	1094	
ILC	278	2	1507	
ILC	44	8	964	
ILC	128	9	1393	
ILC	139	10	1528	
ILC	747	2	1621	
ILC	501	1	1420	
ILC	16	10	1045	
ILC	326	9	1560	
ILC	718	11	1540	
ILC	881	9	1124	
ILC	185	3	952	
ILC	393	6	1027	
ILC	235	11	1641	
ILC	394	12	1632	
ILC	316	6	1000	
ILC	22	12	979	
ILC	924	10	1147	
ILC	633	11	1114	
ILC	614	11	1531	
ILC	437	4	1095	
ILC	180	2	1233	
ILC	396	8	1057	
ILC	308	7	1165	
ILC	769	2	1424	
ILC	611	2	1192	
ILC	269	3	1000	
ILC	671	8	1391	
ILC	891	1	964	
ILC	480	1	1345	
ILC	92	14	1478	
ILC	236	10	1376	
ILC	190	3	1616	
ILC	716	2	995	
ILC	223	13	1518	
ILC	287	1	1624	
ILC	654	9	1083	
ILC	826	9	1307	
ILC	818	8	1175	
ILC	957	14	1013	
ILC	678	7	1119	
ILC	863	10	1685	
ILC	697	6	1195	
ILC	290	6	1285	
ILC	596	14	1430	
ILC	289	12	1563	
ILC	404	6	984	
ILC	679	5	968	
ILC	322	4	1429	
ILC	681	9	1314	
ILC	810	6	1072	
ILC	426	11	1326	
ILC	426	11	1304	
ILC	926	8	1589	
ILC	234	11	1495	
ILC	555	7	1050	
ILC	501	11	1285	
ILC	59	7	1500	
ILC	180	2	1387	
ILC	474	11	1132	
ILC	140	3	1149	
ILC	988	3	1369	
ILC	973	7	1620	
ILC	285	1	1667	
ILC	357	1	957	
ILC	131	6	1152	
ILC	893	12	1254	
ILC	18	3	1416	
ILC	328	14	1397	
ILC	362	7	1594	
ILC	77	13	1169	
ILC	150	6	1384	
ILC	883	9	989	
ILC	972	14	1485	
ILC	708	9	1373	
ILC	405	7	1001	
ILC	350	5	1156	
ILC	667	6	1273	
ILC	753	2	1543	
ILC	211	6	1543	
ILC	441	12	1039	
ILC	970	13	1095	
ILC	945	3	1338	
ILC	353	6	1372	
ILC	837	13	1237	
ILC	71	8	1652	
ILC	170	8	1349	
ILC	790	10	1148	
ILC	990	1	1306	
ILC	232	12	1206	
ILC	425	9	1203	
ILC	271	4	1050	
ILC	915	1	1185	
ILC	611	2	1681	
ILC	363	10	1583	
ILC	525	7	1072	
ILC	230	14	1291	
ILC	89	13	1025	
ILC	400	5	1530	
ILC	928	3	1269	
ILC	598	13	1523	
ILC	641	5	1143	
ILC	770	11	1506	
ILC	742	12	979	
ILC	374	7	1342	
ILC	810	2	1194	
ILC	457	4	1530	
ILC	382	1	1186	
ILC	533	10	1429	
ILC	382	9	1178	
ILC	858	10	1200	
ILC	683	13	1602	
ILC	983	2	1163	
ILC	267	5	1061	
ILC	604	10	1120	
ILC	270	2	1648	
ILC	898	12	1208	
ILC	813	10	991	
ILC	806	13	1365	
ILC	585	6	1320	
ILC	382	2	979	
ILC	340	4	1690	
ILC	448	3	1263	
ILC	622	10	1027	
ILC	192	2	1429	
ILC	519	8	1116	
ILC	130	12	1001	
ILC	252	11	1445	
ILC	413	14	1620	
ILC	294	13	1043	
ILC	542	11	1441	
ILC	473	2	1097	
ILC	11	4	1450	
ILC	362	1	1234	
ILC	268	12	952	
ILC	102	5	1484	
ILC	113	10	935	
ILC	38	9	1597	
ILC	415	6	1418	
ILC	340	8	1199	
ILC	914	9	1190	
ILC	432	2	1043	
ILC	858	13	1277	
ILC	893	14	1043	
ILC	805	8	1242	
ILC	914	2	1143	
ILC	492	10	1149	
ILC	436	13	1235	
ILC	995	9	1614	
ILC	260	5	1333	
ILC	530	6	1553	
ILC	627	1	1087	
ILC	888	2	1616	
ILC	763	11	1011	
ILC	592	13	1062	
ILC	286	1	1650	
ILC	924	4	1572	
ILC	77	13	1053	
ILC	711	10	1226	
ILC	523	6	1392	
ILC	243	4	1046	
ILC	132	9	1470	
ILC	662	10	1291	
ILC	564	10	1332	
ILC	479	8	977	
ILC	830	14	1473	
ILC	721	4	1378	
ILC	262	3	1154	
ILC	210	12	1468	
ILC	977	14	1268	
ILC	625	14	976	
ILC	348	3	1621	
ILC	295	11	1312	
ILC	326	6	1013	
ILC	52	3	990	
ILC	558	6	1555	
ILC	761	3	1534	
ILC	870	1	994	
ILC	321	2	1313	
ILC	110	6	1483	
ILC	213	9	1139	
ILC	880	13	1055	
ILC	21	2	1692	
ILC	957	6	1275	
ILC	175	3	1425	
ILC	545	7	1657	
ILC	73	1	1150	
ILC	401	3	1621	
ILC	324	9	1349	
ILC	552	14	935	
ILC	47	6	1611	
ILC	50	5	1182	
ILC	693	2	960	
ILC	76	6	1610	
ILC	44	2	1071	
ILC	511	5	1236	
ILC	310	4	1572	
ILC	879	12	1445	
ILC	917	3	1079	
ILC	198	1	1631	
ILC	571	4	1584	
ILC	226	13	1452	
ILC	228	14	1307	
ILC	871	14	1065	
ILC	920	8	1428	
ILC	707	8	1686	
ILC	507	6	1227	
ILC	83	2	1123	
ILC	302	14	1124	
ILC	487	9	1612	
ILC	185	8	983	
ILC	325	3	1604	
ILC	352	7	1594	
ILC	723	4	1097	
ILC	114	11	1078	
ILC	980	6	1565	
ILC	306	4	1593	
ILC	444	7	1687	
ILC	232	5	998	
ILC	992	1	1636	
ILC	998	9	1298	
ILC	14	6	1435	
ILC	650	6	1528	
ILC	757	10	991	
ILC	691	9	1578	
ILC	933	1	1585	
ILC	276	6	1006	
ILC	747	12	1100	
ILC	944	11	1613	
ILC	785	9	1458	
ILC	186	14	1337	
ILC	716	4	1134	
ILC	602	5	1523	
ILC	789	2	1493	
ILC	867	5	1180	
ILC	40	9	1081	
ILC	448	5	1336	
ILC	882	11	1623	
ILC	425	13	1214	
ILC	95	8	1529	
ILC	380	2	1558	
ILC	184	4	1506	
ILC	829	10	1277	
ILC	389	2	1069	
ILC	866	3	1049	
ILC	811	1	1214	
ILC	487	13	1115	
ILC	636	11	1110	
ILC	983	2	1340	
ILC	916	4	1255	
ILC	709	1	942	
ILC	796	13	1237	
ILC	191	13	1409	
ILC	543	8	1285	
ILC	329	7	1546	
ILC	956	12	986	
ILC	80	3	1647	
ILC	255	4	1297	
ILC	385	2	1026	
ILC	976	7	1519	
ILC	533	8	1297	
ILC	958	4	1538	
ILC	250	2	1676	
ILC	727	5	1070	
ILC	898	10	1518	
ILC	631	9	1112	
ILC	682	7	1697	
ILC	500	10	1519	
ILC	685	13	1273	
ILC	944	12	1393	
ILC	91	11	1092	
ILC	504	12	1614	
ILC	86	2	1531	
ILC	665	4	1188	
ILC	69	4	1496	
ILC	163	4	1337	
ILC	758	3	996	
ILC	62	14	1276	
ILC	707	13	1273	
ILC	118	6	1095	
ILC	209	6	1369	
ILC	408	14	1339	
ILC	511	10	1464	
ILC	147	9	1605	
ILC	138	14	1196	
ILC	96	4	1156	
ILC	132	5	1695	
ILC	888	1	1685	
ILC	339	9	1027	
ILC	869	2	1207	
ILC	892	13	958	
ILC	504	3	1419	
ILC	100	6	1656	
ILC	649	9	1029	
ILC	878	10	1370	
ILC	405	8	956	
ILC	578	9	1510	
ILC	80	4	1641	
ILC	409	3	1168	
ILC	688	2	1357	
ILC	145	11	1283	
ILC	867	10	1574	
ILC	360	9	1061	
ILC	427	7	1114	
ILC	452	9	1222	
ILC	783	13	1333	
ILC	304	11	1084	
ILC	771	1	1463	
ILC	965	10	1428	
ILC	875	8	1322	
ILC	773	2	1159	
ILC	151	5	1682	
ILC	134	4	1609	
ILC	952	7	1625	
ILC	752	9	1637	
ILC	390	7	1445	
ILC	679	4	1122	
ILC	33	2	969	
ILC	775	3	1587	
ILC	808	9	1535	
ILC	439	7	1394	
ILC	840	11	1343	
ILC	671	7	1569	
ILC	313	12	1409	
ILC	851	8	1115	
ILC	446	13	1127	
ILC	657	10	1471	
ILC	344	7	1491	
ILC	304	4	1128	
ILC	945	1	1542	
ILC	113	3	1004	
ILC	513	5	1406	
ILC	732	10	1235	
ILC	285	5	1392	
ILC	162	8	1291	
ILC	970	9	1376	
ILC	56	10	1128	
ILC	160	3	1623	
ILC	54	2	1236	
ILC	703	4	1387	
ILC	701	13	1698	
ILC	821	1	1164	
ILC	214	13	1154	
ILC	14	8	959	
ILC	889	8	1428	
ILC	595	5	957	
ILC	237	1	1601	
ILC	932	3	1396	
ILC	993	10	1149	
ILC	915	6	1519	
ILC	786	13	1105	
ILC	483	9	989	
ILC	845	5	967	
ILC	544	5	1059	
ILC	329	5	1592	
ILC	332	13	1516	
ILC	717	12	1646	
ILC	142	9	1134	
ILC	667	13	1463	
ILC	597	7	1444	
ILC	876	6	1071	
ILC	336	14	1340	
ILC	209	1	1187	
ILC	225	8	1221	
ILC	670	11	982	
ILC	425	14	983	
ILC	178	12	1052	
ILC	266	12	1083	
ILC	566	6	1455	
ILC	415	6	1552	
ILC	234	14	1213	
ILC	441	2	1511	
ILC	139	4	1139	
ILC	261	10	939	
ILC	537	5	1094	
ILC	140	14	1482	
ILC	101	9	1210	
ILC	655	6	1252	
ILC	456	3	1152	
ILC	495	11	1283	
ILC	968	3	997	
ILC	101	5	1240	
ILC	374	10	1301	
ILC	351	9	1218	
ILC	575	4	1576	
ILC	95	12	1192	
ILC	241	3	1110	
ILC	448	1	1124	
ILC	139	1	1437	
ILC	699	11	1499	
ILC	445	12	1520	
ILC	251	9	1329	
ILC	172	9	1031	
ILC	697	3	1340	
ILC	489	9	1625	
ILC	219	11	1170	
ILC	310	6	1253	
ILC	659	4	1075	
ILC	251	2	1093	
ILC	931	3	1682	
ILC	836	12	1153	
ILC	915	13	1016	
ILC	611	4	930	
ILC	779	5	1256	
ILC	118	9	1081	
ILC	727	4	1644	
ILC	902	4	1339	
ILC	306	3	1064	
ILC	750	8	1445	
ILC	970	2	1317	
ILC	900	12	1650	
ILC	507	9	1275	
ILC	891	11	1273	
ILC	146	9	1397	
ILC	339	13	1318	
ILC	327	8	1529	
ILC	362	7	1675	
ILC	963	10	1166	
ILC	300	3	1119	
ILC	508	12	1423	
ILC	7	7	1106	
ILC	677	11	1681	
ILC	52	7	1085	
ILC	301	12	1415	
ILC	559	2	1541	
